,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
4183,23.0,Private,182342.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
4184,22.0,Private,244366.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40.0,United-States,<=50K
4185,66.0,Private,102423.0,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30.0,United-States,<=50K
4186,25.0,Private,259688.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
4187,30.0,Private,98733.0,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20.0,United-States,<=50K
4188,35.0,Private,174856.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2885,0,40.0,United-States,<=50K
4189,67.0,Self-emp-not-inc,141797.0,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
4190,30.0,Private,327202.0,12th,8,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
4191,26.0,Private,76996.0,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,38.0,United-States,<=50K
4192,34.0,Private,260560.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
4193,21.0,Private,370990.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40.0,United-States,<=50K
4195,21.0,Private,448337.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
4196,76.0,Self-emp-inc,120796.0,9th,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
4198,26.0,Private,229523.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,56.0,United-States,<=50K
4199,18.0,Private,127388.0,12th,8,Never-married,Other-service,Not-in-family,White,Female,0,0,25.0,United-States,<=50K
4200,18.0,,395567.0,11th,7,Never-married,,Own-child,White,Male,0,0,40.0,United-States,<=50K
4201,34.0,Private,119422.0,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1672,50.0,United-States,<=50K
4202,59.0,Private,193895.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
4203,55.0,Private,163083.0,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,14084,0,45.0,United-States,>50K
4208,47.0,Local-gov,154940.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45.0,United-States,>50K
4209,26.0,Private,103700.0,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40.0,United-States,<=50K
4210,36.0,Private,63509.0,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48.0,United-States,>50K
4211,21.0,Private,243842.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40.0,United-States,<=50K
4212,54.0,,187221.0,7th-8th,4,Never-married,,Not-in-family,White,Female,0,0,25.0,United-States,<=50K
4213,30.0,Private,58597.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,44.0,United-States,<=50K
4214,41.0,Self-emp-not-inc,190290.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
4215,53.0,,158352.0,Masters,14,Never-married,,Not-in-family,White,Female,8614,0,35.0,United-States,>50K
4216,34.0,Private,62165.0,Some-college,10,Never-married,Sales,Other-relative,Black,Male,0,0,30.0,United-States,<=50K
4217,20.0,,307149.0,Some-college,10,Never-married,,Own-child,White,Female,0,0,35.0,United-States,<=50K
4218,24.0,Private,280134.0,10th,6,Never-married,Sales,Not-in-family,White,Male,0,0,49.0,El-Salvador,<=50K
4219,26.0,Private,118736.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20.0,United-States,<=50K
4220,25.0,Private,171114.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,48.0,United-States,<=50K
4221,35.0,Private,169638.0,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,36.0,United-States,<=50K
4222,41.0,Private,125461.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,>50K
4223,33.0,Private,145434.0,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
4224,18.0,Private,152182.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25.0,United-States,<=50K
4225,27.0,Self-emp-inc,233724.0,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,38.0,United-States,<=50K
4226,32.0,Private,153963.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,35.0,United-States,<=50K
4227,51.0,Local-gov,88120.0,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
4228,38.0,Private,96330.0,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
4229,41.0,Local-gov,66118.0,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,25.0,United-States,<=50K
4230,26.0,Private,182178.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,40.0,United-States,<=50K
4231,38.0,Self-emp-not-inc,53628.0,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Male,0,0,35.0,United-States,<=50K
4232,54.0,Private,174865.0,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,>50K
4233,30.0,Private,66194.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60.0,Outlying-US(Guam-USVI-etc),<=50K
4234,31.0,Private,73796.0,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,0,0,30.0,United-States,<=50K
4235,26.0,State-gov,28366.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
4237,29.0,Private,237865.0,Masters,14,Never-married,Transport-moving,Own-child,Black,Male,0,0,40.0,United-States,<=50K
4238,61.0,Private,195453.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
4239,24.0,Private,116934.0,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,45.0,United-States,<=50K
4240,22.0,,87867.0,12th,8,Never-married,,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
4241,34.0,Private,448337.0,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
4242,42.0,Private,263608.0,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
4243,24.0,Private,263498.0,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
4244,42.0,Self-emp-not-inc,183765.0,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,,<=50K
4245,27.0,Federal-gov,448337.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,1980,40.0,United-States,<=50K
4246,39.0,Local-gov,113253.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50.0,United-States,>50K
4247,20.0,Private,138768.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40.0,United-States,<=50K
4248,51.0,Private,302146.0,11th,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
4249,68.0,Private,253866.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30.0,United-States,<=50K
4250,28.0,Federal-gov,214858.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48.0,United-States,<=50K
4251,43.0,Private,243476.0,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
4252,35.0,Private,169104.0,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
4253,44.0,Private,103218.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
4254,41.0,Private,57233.0,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
4255,44.0,Private,228320.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45.0,United-States,>50K
4256,20.0,Private,217421.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40.0,United-States,<=50K
4259,32.0,Private,261059.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
4260,46.0,Private,59767.0,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
4261,26.0,Private,333541.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,24.0,United-States,<=50K
4262,20.0,Private,133352.0,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40.0,Vietnam,<=50K
4263,36.0,Private,99270.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40.0,United-States,<=50K
4264,49.0,Private,204629.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
4265,32.0,Private,34104.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55.0,United-States,>50K
4266,32.0,Private,312667.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50.0,United-States,>50K
4267,49.0,Private,329603.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40.0,United-States,>50K
4268,36.0,Private,281021.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
4269,22.0,Private,275385.0,Some-college,10,Never-married,Other-service,Other-relative,White,Male,0,0,25.0,United-States,<=50K
4270,52.0,Federal-gov,129177.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
4271,42.0,Private,385591.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
4272,22.0,,201179.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,40.0,United-States,<=50K
4273,72.0,Private,38360.0,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,16.0,United-States,<=50K
4274,30.0,Local-gov,73796.0,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
4275,44.0,Private,67671.0,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,<=50K
4276,23.0,Private,257621.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
4277,22.0,Private,180052.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20.0,United-States,<=50K
4278,59.0,Private,448337.0,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Male,0,0,60.0,United-States,<=50K
4279,46.0,Private,215943.0,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40.0,United-States,<=50K
4280,30.0,Private,448337.0,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,Mexico,<=50K
4281,64.0,Federal-gov,199298.0,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,0,0,30.0,Puerto-Rico,<=50K
4282,31.0,Private,305692.0,Some-college,10,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40.0,United-States,<=50K
4283,64.0,Private,114994.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20.0,United-States,<=50K
4284,45.0,Private,88265.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40.0,United-States,<=50K
4285,59.0,Private,168569.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40.0,United-States,>50K
4286,32.0,Private,175413.0,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40.0,Jamaica,<=50K
4287,43.0,Private,161226.0,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40.0,United-States,<=50K
4288,66.0,,160995.0,10th,6,Divorced,,Not-in-family,White,Female,1086,0,20.0,United-States,<=50K
4289,23.0,Private,208598.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
4290,49.0,Self-emp-not-inc,200471.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
4291,32.0,Private,256609.0,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,Mexico,<=50K
4292,49.0,Private,176684.0,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
4293,33.0,Private,206512.0,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
4295,47.0,Private,148724.0,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40.0,United-States,<=50K
4296,41.0,Private,266510.0,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40.0,United-States,<=50K
4297,34.0,Local-gov,240252.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
4298,25.0,Private,358975.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
4299,20.0,,124242.0,Some-college,10,Never-married,,Own-child,White,Female,0,0,40.0,United-States,<=50K
4300,21.0,Private,434710.0,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,15.0,United-States,<=50K
4301,25.0,Private,204338.0,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,30.0,,<=50K
4302,46.0,Private,241844.0,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,<=50K
4303,37.0,Private,191342.0,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40.0,Cambodia,<=50K
4304,41.0,Private,221947.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56.0,United-States,>50K
4305,44.0,Private,111483.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,1504,50.0,United-States,<=50K
4306,30.0,Private,65278.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
4307,54.0,Private,133403.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
4310,21.0,Private,221480.0,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,25.0,Ecuador,<=50K
4311,35.0,Self-emp-not-inc,189878.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
4313,19.0,Private,184710.0,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,20.0,United-States,<=50K
4314,48.0,Private,177775.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
4315,56.0,,275943.0,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40.0,Nicaragua,<=50K
4316,65.0,Self-emp-not-inc,225473.0,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
4317,40.0,Private,289403.0,Bachelors,13,Separated,Adm-clerical,Unmarried,Black,Male,0,0,35.0,United-States,<=50K
4318,26.0,Private,269060.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
4319,45.0,Private,448337.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
4320,26.0,Private,214413.0,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
4321,32.0,Private,80058.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
4322,35.0,Private,202027.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,50.0,United-States,>50K
4323,22.0,Self-emp-not-inc,123440.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48.0,United-States,<=50K
4324,37.0,Private,191524.0,Assoc-voc,11,Separated,Prof-specialty,Own-child,White,Female,0,0,38.0,United-States,<=50K
4325,25.0,Private,308144.0,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,Mexico,<=50K
4326,64.0,Private,164204.0,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,53.0,,<=50K
4327,46.0,Private,205100.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48.0,United-States,>50K
4328,30.0,Private,195750.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,27.0,United-States,<=50K
4329,63.0,Private,149756.0,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,>50K
4330,51.0,Local-gov,240358.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
4331,68.0,Self-emp-not-inc,241174.0,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16.0,United-States,<=50K
4332,36.0,Private,356838.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,Canada,<=50K
4333,28.0,Self-emp-inc,115705.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
4334,41.0,Local-gov,137142.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
4335,47.0,Private,296066.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
4336,22.0,Private,401335.0,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,30.0,United-States,<=50K
4338,34.0,Self-emp-inc,186824.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40.0,United-States,>50K
4339,46.0,Federal-gov,162187.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
4340,28.0,Private,98010.0,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
4341,36.0,Private,172538.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52.0,United-States,>50K
4342,18.0,Private,80163.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20.0,United-States,<=50K
4343,33.0,Local-gov,43959.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50.0,United-States,>50K
4344,51.0,Private,162632.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,60.0,United-States,>50K
4345,56.0,Self-emp-not-inc,115422.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35.0,United-States,<=50K
4346,54.0,Private,100933.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
4347,29.0,Private,270379.0,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
4350,22.0,Private,100345.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35.0,United-States,<=50K
4351,33.0,Private,184901.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,>50K
4352,28.0,Private,87239.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
4354,53.0,Federal-gov,199720.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60.0,Germany,>50K
4355,37.0,Private,143058.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
4356,50.0,Federal-gov,36489.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40.0,United-States,<=50K
4357,22.0,Private,141698.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
4358,40.0,Federal-gov,26358.0,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
4359,22.0,Private,195532.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,8614,0,40.0,United-States,>50K
4360,21.0,Private,30039.0,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40.0,United-States,<=50K
4361,25.0,Private,125159.0,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40.0,Jamaica,<=50K
4362,20.0,Private,246250.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
4363,43.0,Federal-gov,77370.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
4364,29.0,Private,355569.0,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50.0,United-States,<=50K
4365,32.0,Private,180603.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
4366,42.0,Private,201785.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,>50K
