,Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
22966,24493,52.0,Private,400004.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
12619,13445,44.0,Private,138966.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38.0,United-States,<=50K
7244,7719,69.0,Private,448337.0,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,2050,0,24.0,United-States,<=50K
22514,24012,26.0,Private,18827.0,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
25001,26659,20.0,Private,166527.0,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,20.0,United-States,<=50K
4522,4814,30.0,Private,205204.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
18052,19222,48.0,Private,210424.0,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,914,0,40.0,United-States,<=50K
16705,17802,43.0,Private,336042.0,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
24889,26537,28.0,Private,186720.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,50.0,United-States,<=50K
6862,7316,23.0,Private,287988.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,20.0,United-States,<=50K
29246,31200,36.0,Private,61778.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60.0,United-States,>50K
25887,27601,53.0,Private,287317.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Male,0,0,32.0,United-States,<=50K
8463,9030,77.0,,185426.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,15.0,United-States,<=50K
10933,11668,28.0,Private,337378.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
4786,5089,53.0,Private,121441.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55.0,United-States,<=50K
10465,11165,36.0,Private,272950.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
9932,10598,30.0,Private,66278.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28107,29980,20.0,Private,203027.0,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,55.0,United-States,<=50K
1783,1895,42.0,Local-gov,445382.0,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,45.0,United-States,>50K
17164,18281,37.0,Private,448337.0,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
10127,10805,25.0,,34307.0,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
23737,25306,56.0,Federal-gov,277420.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,Puerto-Rico,>50K
14221,15158,30.0,Private,159442.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40.0,Ireland,<=50K
19436,20713,55.0,State-gov,199713.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15.0,United-States,<=50K
22811,24332,41.0,Private,207685.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,21.0,United-States,<=50K
11343,12093,24.0,,151153.0,Some-college,10,Never-married,,Not-in-family,Asian-Pac-Islander,Male,99999,0,50.0,South,>50K
25428,27109,42.0,Local-gov,104334.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40.0,El-Salvador,<=50K
225,236,40.0,State-gov,170525.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38.0,United-States,<=50K
24908,26558,44.0,State-gov,166597.0,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
9589,10232,21.0,,207988.0,HS-grad,9,Married-civ-spouse,,Other-relative,White,Female,0,0,35.0,United-States,<=50K
1429,1516,46.0,Private,155489.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,58.0,United-States,>50K
13821,14737,51.0,Local-gov,26832.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
20910,22297,30.0,Private,203258.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
16665,17761,66.0,Private,151227.0,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,>50K
18518,19720,41.0,Private,183105.0,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,44.0,Cuba,<=50K
9374,9998,37.0,Private,126743.0,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,53.0,Mexico,<=50K
10276,10965,52.0,Private,129177.0,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,2824,20.0,United-States,>50K
420,443,44.0,Private,116632.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
18623,19835,53.0,Private,96827.0,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40.0,Canada,<=50K
20122,21449,34.0,Private,162442.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20.0,United-States,>50K
13175,14044,57.0,Self-emp-inc,195835.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
11603,12370,69.0,Self-emp-inc,182451.0,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
18714,19933,21.0,Private,211601.0,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40.0,United-States,<=50K
24311,25930,58.0,,114362.0,Some-college,10,Married-civ-spouse,,Husband,Black,Male,0,0,30.0,United-States,<=50K
19073,20319,50.0,Private,38310.0,7th-8th,4,Divorced,Other-service,Other-relative,White,Female,0,0,40.0,United-States,<=50K
1600,1700,37.0,Private,256723.0,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35.0,United-States,<=50K
22397,23889,61.0,Private,97128.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,>50K
25110,26773,24.0,Private,448337.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,El-Salvador,<=50K
25900,27615,47.0,Private,187969.0,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,38.0,United-States,<=50K
18175,19350,38.0,Private,183279.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43.0,United-States,<=50K
22238,23715,25.0,Private,212793.0,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50.0,United-States,>50K
23853,25431,43.0,Private,448337.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
19419,20694,36.0,Private,139364.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,>50K
17059,18168,49.0,Private,323773.0,11th,7,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,0,0,40.0,United-States,<=50K
11262,12011,51.0,Private,169364.0,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40.0,Ireland,<=50K
28995,30930,28.0,,198393.0,HS-grad,9,Never-married,,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
6134,6531,31.0,Private,128220.0,7th-8th,4,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
30227,32242,33.0,Private,356015.0,HS-grad,9,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,35.0,Hong,<=50K
23174,24711,40.0,Self-emp-not-inc,129298.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45.0,United-States,<=50K
5898,6275,51.0,Self-emp-not-inc,256963.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,<=50K
12154,12954,38.0,Private,99156.0,HS-grad,9,Separated,Other-service,Own-child,White,Male,0,0,35.0,United-States,<=50K
7947,8470,41.0,Local-gov,352056.0,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
9469,10101,26.0,Private,239043.0,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
14058,14988,34.0,Private,185041.0,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,45.0,United-States,<=50K
26038,27768,27.0,Private,384308.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
20877,22263,20.0,Private,57898.0,12th,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,40.0,United-States,<=50K
7108,7571,51.0,Private,196501.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,14084,0,50.0,United-States,>50K
2107,2243,45.0,Private,241350.0,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,>50K
14991,15982,44.0,Private,205706.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
5329,5668,51.0,Private,306108.0,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,>50K
26114,27849,22.0,Private,210781.0,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21401,22815,33.0,Private,175412.0,9th,5,Divorced,Craft-repair,Unmarried,White,Male,114,0,55.0,United-States,<=50K
10306,10996,39.0,State-gov,176949.0,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52.0,United-States,<=50K
12879,13728,39.0,Private,388023.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38.0,United-States,<=50K
29477,31440,44.0,Private,201599.0,11th,7,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
1157,1223,55.0,Private,176317.0,HS-grad,9,Widowed,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
16060,17114,40.0,Private,174515.0,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40.0,United-States,<=50K
17830,18988,26.0,Local-gov,73392.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,30.0,United-States,<=50K
3178,3383,40.0,Private,327573.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
13258,14133,32.0,Private,107793.0,HS-grad,9,Divorced,Other-service,Own-child,White,Male,2174,0,40.0,United-States,<=50K
8582,9156,58.0,Private,29928.0,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,36.0,United-States,<=50K
2887,3075,18.0,Private,130849.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15.0,United-States,<=50K
6748,7199,48.0,Private,20296.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,37.0,United-States,>50K
2194,2335,19.0,Private,43285.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20.0,United-States,<=50K
12131,12930,51.0,Private,115025.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
4196,4463,49.0,Private,197418.0,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,20.0,United-States,<=50K
10327,11017,54.0,Private,139703.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40.0,Germany,>50K
14881,15867,40.0,State-gov,150533.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40.0,United-States,<=50K
5514,5868,33.0,Private,166961.0,11th,7,Separated,Sales,Own-child,White,Female,0,0,20.0,United-States,<=50K
10670,11383,29.0,Private,108594.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
11158,11902,34.0,Private,216864.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,3770,45.0,United-States,<=50K
11648,12417,34.0,Private,405386.0,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,28.0,United-States,<=50K
29821,31808,53.0,Private,448337.0,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48.0,United-States,<=50K
15626,16656,51.0,Private,171409.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,>50K
9235,9851,17.0,Private,293440.0,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,15.0,United-States,<=50K
6094,6486,57.0,Local-gov,215175.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,<=50K
4593,4889,28.0,Private,196564.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,<=50K
11832,12612,29.0,Self-emp-not-inc,70604.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3464,0,40.0,United-States,<=50K
27014,28809,23.0,Private,117767.0,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35.0,United-States,<=50K
30109,32114,40.0,Private,137225.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
9718,10370,38.0,Private,165930.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,<=50K
19929,21240,46.0,Private,203067.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
26640,28408,27.0,Private,135001.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
2426,2585,51.0,Private,103407.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
9461,10093,42.0,Private,85995.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50.0,United-States,<=50K
15355,16371,41.0,Private,171615.0,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48.0,United-States,<=50K
11381,12132,72.0,Private,448337.0,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,6360,0,40.0,United-States,<=50K
26062,27792,28.0,Private,376302.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
14602,15562,33.0,Local-gov,281784.0,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,0,1564,52.0,United-States,>50K
23531,25086,46.0,Private,121168.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
24590,26222,47.0,Private,262244.0,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,60.0,United-States,>50K
19149,20397,30.0,Private,30063.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,32.0,United-States,<=50K
21395,22807,53.0,Private,172991.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25.0,United-States,<=50K
28514,30413,45.0,Private,362883.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
3270,3476,18.0,Private,304169.0,11th,7,Never-married,Sales,Own-child,White,Male,0,0,35.0,United-States,<=50K
25612,27309,38.0,Private,357870.0,12th,8,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,50.0,United-States,<=50K
17663,18810,26.0,Private,190027.0,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,30.0,United-States,<=50K
27796,29642,45.0,Self-emp-inc,204196.0,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50.0,United-States,>50K
12283,13093,50.0,State-gov,24647.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
8172,8718,29.0,Self-emp-not-inc,240172.0,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Male,0,0,50.0,United-States,<=50K
3704,3932,32.0,Local-gov,127651.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
12860,13705,27.0,Private,167031.0,Bachelors,13,Never-married,Prof-specialty,Unmarried,Other,Female,0,0,33.0,United-States,<=50K
28124,29999,36.0,Private,348960.0,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
26312,28056,63.0,Private,158199.0,1st-4th,2,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,44.0,Portugal,<=50K
27623,29459,29.0,Private,228860.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50.0,United-States,>50K
25621,27319,43.0,Self-emp-not-inc,180985.0,Bachelors,13,Separated,Craft-repair,Unmarried,White,Male,0,0,35.0,United-States,<=50K
24172,25775,17.0,Private,239947.0,11th,7,Never-married,Adm-clerical,Own-child,White,Male,0,0,40.0,United-States,<=50K
24490,26117,46.0,Private,63299.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50.0,United-States,<=50K
2796,2979,40.0,State-gov,141583.0,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35.0,United-States,<=50K
24235,25843,30.0,Private,324120.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50.0,United-States,<=50K
18700,19917,31.0,Private,164190.0,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
4417,4696,28.0,Private,216178.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
12238,13046,25.0,Private,330695.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,<=50K
21758,23199,20.0,Private,243010.0,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,32.0,United-States,<=50K
27235,29041,32.0,Private,248754.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
5242,5576,45.0,Private,34419.0,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
4225,4494,27.0,Private,109165.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60.0,United-States,<=50K
10041,10713,26.0,Private,187652.0,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Male,0,0,40.0,United-States,<=50K
10415,11110,40.0,Private,45687.0,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,4787,0,50.0,United-States,>50K
12091,12886,27.0,Private,139209.0,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
10071,10746,35.0,,317780.0,Some-college,10,Never-married,,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
16156,17215,43.0,Private,206878.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,60.0,United-States,<=50K
30041,32044,44.0,Private,52028.0,1st-4th,2,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40.0,Vietnam,<=50K
8909,9503,46.0,Self-emp-inc,328216.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,42.0,,>50K
13213,14085,39.0,Private,59313.0,12th,8,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,0,0,45.0,,<=50K
16020,17074,17.0,Private,176467.0,9th,5,Never-married,Transport-moving,Not-in-family,White,Male,0,0,20.0,United-States,<=50K
2702,2873,41.0,State-gov,132551.0,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35.0,United-States,<=50K
22772,24290,72.0,Federal-gov,94242.0,Some-college,10,Widowed,Tech-support,Not-in-family,White,Female,0,0,16.0,United-States,<=50K
9092,9699,28.0,Private,109162.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50.0,United-States,<=50K
17096,18207,44.0,Private,271792.0,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
26815,28599,31.0,Private,176969.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55.0,United-States,<=50K
16193,17256,26.0,Private,299810.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,50.0,United-States,<=50K
25448,27131,24.0,Private,442274.0,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40.0,United-States,<=50K
1816,1930,43.0,Private,166740.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,48.0,United-States,<=50K
17875,19036,36.0,Private,280169.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
11214,11959,59.0,Private,261232.0,11th,7,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
13313,14190,69.0,Private,41419.0,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20.0,United-States,<=50K
21872,23322,23.0,Private,391171.0,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,25.0,United-States,<=50K
